Bolagsnamn,Land,Lista,Bransch,Ticker,ISIN,Börsvärde,Aktiekurs,Utveck.  1d,Utveck.  1v,Utveck.  1m,Utveck.  3m,Utveck.  6m,Utveck.  1 år,Utveck.  3 år,Utveck.  5 år,P/E,P/E avg - 1 år,P/E avg - 3 år,P/S,P/S avg - 1 år,P/S - avg 3 år,P/FCF,P/FCF avg - 1 år,P/FCF avg - 3 år,MA(5)/MA(20),MA(20)/MA(70),MA(50)/MA(200),N. Rapport Datum,N. Rapport Dagar,Graham_Score
Marimekko,Finland,Small Cap,kläder & Textil,MMO1V,FI0009007660,85.17717,10.53,-0.02046514,-0.003784292,0.05299997,0.04568024,0.2034285,0.2888616,0.08668733,-0.1576,15.32528,22.70972,42.54591,0.8389443,0.6986479,0.761372,12.93896,27.17098,18.49515,0.05502355,-0.002001822,0.1326156,10/05/2017,,2
Marine Harvest,Norge,OBX,Livsmedel,MHG,NO0003054108,68547.95,152.3,0,0.00994695,0.1442524,0.05763891,0.02146208,0.1537879,1.082092,3.895972,11.94866,15.34693,19.05461,2.080077,1.942158,1.887575,11.84209,15.33822,46.28964,0.03640199,0.02145422,-0.03019845,10/05/2017,,2
Martela,Finland,Small Cap,Tjänster & Leverans,MARAS,FI0009900385,51.57596,12.41,-0.01115541,-0.009577006,-0.03348912,0.03849373,0.2013553,0.9824281,2.914826,1.096284,17.32514,9.866282,11.0486,0.4078086,0.2536843,0.2585927,14.80366,5.697847,7.527803,-0.008859396,0.008513093,0.1827801,28/04/2017,,1
Matas,Denmark,Mid Cap,Konsumentprodukter,MATAS,DK0060497295,4125.555,105,-0.01408451,-0.02325581,0.04477612,0.009615384,0.04477612,-0.1566265,-0.3137255,,12.1341,12.37415,13.83177,1.196194,1.270867,1.398713,11.27509,11.9342,12.13759,0.02483296,0.02754986,-0.06766367,,,2
Matra Petroleum,Sverige,First North,Olja & Gas,MATRA,SE0009696040,,8.3,0.03750002,0.1857143,,,,,,,,,,,,,,,,-0.0208813,,,,,2
Mavshack,Sverige,First North,Programvara & Internet,MAV,SE0005992419,25.8707,0.126,0,0.008000016,-0.16,-0.4166667,-0.5263158,-0.5624999,-0.9796774,,-1.466822,-4.021924,-4.354301,1.04583,4.259021,14.67251,-1.943704,-112.4712,-10.44688,-0.03105599,-0.2426711,-0.3879395,28/04/2017,,1
Maxkompetens,Sverige,First North,Bemanning,MAXK,SE0007640321,82.36,7.1,0.0441176,0.2136752,0.2909091,0.7661691,1.00565,0.6666666,,,38.00856,36.75044,28.58013,0.5110449,0.4078735,0.4963388,-12.29437,-10.19445,-18.62632,0.1352476,0.2523453,0.2966025,,,
Medfield,Sverige,Aktietorget,Sjukvård,MEDF,SE0004479046,68.41898,3.97,0.01534525,0.06149733,-0.05250597,-0.4328571,-0.5410404,-0.5158536,-0.7353333,0.06286146,-20.73107,-52.11638,-38.46183,8.564148,22.14518,23.04296,-12.80056,-26.18903,-19.76137,0.01997006,-0.2131874,-0.3840748,15/05/2017,,
Medica Clinical Nord,Sverige,NGM,Konsumentprodukter,MCNH MTF,SE0001789793,128.4397,0.345,0,-0.06504062,-0.1038961,-0.4609375,-0.2944785,0.4806867,-0.3235294,0.1499999,26.33588,29.43346,19.51269,1.260449,1.085223,1.397675,-18.34853,-30.91274,-38.69001,-0.05396223,-0.1612814,-0.08678156,,,1
Medical Prognosis,Sverige,First North,Sjukvård,MPI,DK0060732477,,13,-0.05797103,-0.0909091,-0.3048129,-0.3925233,-0.3264248,0.7105263,0.9677888,,,,,,,,,,,-0.05505371,-0.1941883,-0.1355219,,,2
MedicPen,Sverige,Aktietorget,Sjukvård,MPEN,SE0001860511,103.4701,1.23,-0.0238095,0,0.1181818,-0.1575343,-0.23125,-0.1398601,-0.1214285,0.2424243,-7.616099,-8.209837,-10.16696,630.915,580.0847,813.1574,-8.370009,-9.192454,-10.88899,0.02885818,-0.1187342,-0.1599547,26/04/2017,,1
MediRätt,Sverige,First North,Sjukvård,MEDR B,SE0003656834,56.6754,5.9,-0.03278685,-0.1060606,-0.1449275,-0.0406504,0.04424778,0.7352941,4.959596,0.6905444,-8.917775,-5.670136,-7.644034,,1721.115,,-10.41253,-13.90587,-15.0522,-0.06363636,0.04560375,-0.1622477,11/05/2017,,1
Medistim,Norge,OB Match,Sjukvård,MEDI,NO0010159684,1315.802,72.5,0,0.006944444,0.08208955,-0.03333333,-0.09375,0.4215686,2.020833,3.05028,31.74673,26.09058,27.06182,4.751544,4.04816,4.087677,41.19091,49.4743,45.85506,0.01436079,0.03753507,-0.02093834,27/04/2017,,4
Medivir,Sverige,Mid Cap,Bioteknik,MVIR B,SE0000273294,1589.588,67.25,-0.01465201,0.003731343,-0.06271777,-0.1405751,-0.07241379,0.4010417,-0.5126812,0.1594828,6.662176,-2.763041,15.51617,41.61226,18.51799,22.13346,3.016869,-11.43966,4.878313,,-0.06418037,-0.06604391,28/04/2017,,3
Mekonomen,Sverige,Mid Cap,Återförsäljare,MEKO,SE0002110064,6031.368,168,-0.002967359,-0.01754386,-0.05084746,-0.04815864,0.03384615,-0.1134565,-0.08695652,-0.2019002,17.89728,18.51023,18.07296,1.000061,1.090179,1.113776,14.02644,14.82927,17.68954,-0.03534186,-0.01019943,0.005940199,10/05/2017,,4
MenuCard,Sverige,Aktietorget,Programvara & Internet,MENU B,SE0009383615,,1.6,-0.030303,0.06666669,-0.3360996,-0.4095941,,,,,,,,,,,,,,-0.09153622,-0.1819225,-0.09496582,,,2
Mertiva,Sverige,NGM,Läkemedel,MERT MTF,SE0005191806,345.432,18.5,0.01648347,0.005434803,-0.04145074,-0.2323651,-0.4126984,0.15625,0.3120567,,425.2874,-411.9721,-923.7757,,2098.969,,53.51387,-198.3079,-28.24525,-0.03865361,-0.08512616,-0.1755083,,,1
Metallvärden,Sverige,NGM,Produktion,METV MTF,SE0007789417,6.24192,0.24,0,0.09090907,-0.3513514,-0.6923077,-0.7037037,-0.7575758,-0.94,-0.9978572,-0.4174639,-9.777178,-18.25822,0.2149051,0.6811444,1.333018,-0.2712699,-2.32758,-27.42646,0.01229155,-0.4765453,-0.5448067,,,1
Metso,Finland,Large Cap,Tjänster & Leverans,METSO,FI0009007835,4538.546,30.26,-0.03630571,-0.04572687,0.0632467,0.05915298,0.166988,0.4653753,0.06100981,0.3976583,33.12897,25.06027,22.48905,1.723717,1.372841,1.410194,15.33293,12.23228,11.02404,-0.01673961,0.07655549,0.0836122,25/04/2017,,3
Metsä Board B,Finland,Large Cap,Skog,METSB,FI0009000665,2360.606,6.64,-0.01920238,-0.02639301,0.03588144,0.06924313,0.2072727,0.3556554,0.9993976,2.561467,23.44633,21.97359,20.17189,1.336243,1.175407,1.155498,20.43815,9.634424,45.05787,0.01929569,0.04022825,0.06532335,04/05/2017,,
Micro Systemation,Sverige,Small Cap,Programvara & Internet,MSAB B,SE0000526626,1324.8,72,0.003484321,-0.003460207,0.1707317,0.2307692,0.1428571,0.4604463,4.581396,3.235294,28.67612,27.47137,24.50959,5.278088,4.984868,4.645161,27.09202,24.1757,20.92081,0.04193139,0.1057174,0.04606187,28/04/2017,,4
Micropos Medical,Sverige,Aktietorget,Sjukvård,MPOS,SE0002834507,98.5677,1.65,0.006097555,0.03124997,0,-0.1129032,-0.1831683,-0.09340663,-0.4310345,-0.2316289,-5.811905,-7.30364,-7.902372,48.03494,125.3604,117.0593,-7.595569,0.3332654,-10.30615,0.0125314,-0.07132173,-0.149084,,,1
Midsona B,Sverige,Small Cap,Konsumentprodukter,MSON B,SE0000565228,2345.53,55,0,0.06796116,0.04761905,0.08910891,0.3924051,0.6224188,0.5804598,3.453441,40.44118,25.92271,26.52099,1.220994,0.8124142,0.8554428,-3.066052,-2.644042,-3.017554,0.045977,0.02931035,0.1045414,26/04/2017,,
Migatronic,Denmark,Small Cap,Tjänster & Leverans,MIGA B,DK0010225127,0.286,286,-0.0137931,0.003508772,-0.0137931,0.1626016,0.1769547,0.08333333,0.6436781,1.288,,,,,,,,,,-0.02027607,0.07842898,0.1317725,,,2
Millicom,Sverige,Large Cap,Telekommunikationstjänster,MIC SDB,SE0001174970,49210.76,491.4,-0.01067046,0.05157288,0.0263158,0.01382295,0.2996562,0.0345263,-0.2393189,-0.2387297,-121.2615,-76.80841,-94.91213,0.8615865,0.8872279,0.8741943,13.04986,26.71115,18.51406,0.00218749,-0.00767374,0.1020065,26/04/2017,,1
Mindmancer,Sverige,First North,Elektronisk utrustning,MIND,SE0005365681,79.1996,6.8,-0.04225348,-0.06849315,-0.1225806,-0.09933775,0.08800003,-0.364486,-0.3267327,,-5.247318,-9.69556,-8.189706,3.0311,3.542736,4.360644,-7.185593,-16.5792,-17.83264,-0.02472067,0.02028632,-0.05972064,,,
Minesto,Sverige,First North,Energiproducenter,MINEST,SE0007578141,458.5309,6.1,0.008264415,0.0252101,-0.05426355,-0.1527778,-0.1408451,0.2734864,,,-35.48575,-15.28006,-18.66789,15.64578,12.57238,12.16681,-13.0076,-7.423573,-8.007142,-0.01856339,-0.1172519,-0.03072202,18/05/2017,0,1
Mips,Sverige,Small Cap,Konsument,MIPS,SE0009216278,1524.265,60.25,-0.01229508,0.1055046,0.09545455,,,,,,106.5806,53.29029,35.52686,17.59532,8.797659,5.865106,125.0935,62.54677,41.69785,0.07021904,0.03095901,,,,1
Miris,Sverige,Aktietorget,Sjukvård,MIR,SE0001717323,66.87761,0.042,0,0,0.1052632,0.0243902,-0.4,-0.4615385,-0.8228596,-0.8524244,-2.957747,-4.208716,-4.107564,6.643911,9.635236,9.314363,-2.791219,-4.063688,-4.345548,,0.03886926,-0.2769492,04/05/2017,,1
Misen Energy,Sverige,First North,Olja & Gas,MISE,SE0001486952,429.4013,2.96,0.02068963,0.02068963,0.01718211,0.2758621,0.2282157,0.2542374,-0.704,-0.4896552,-141.6268,-25.87616,-53.8351,0.6358297,0.9800104,1.099718,15.51081,-11.01464,-6.040837,-0.03371549,0.007815123,0.1065449,,,2
Moberg Pharma,Sverige,Small Cap,Läkemedel,MOB,SE0003613090,957.605,55,0,0.08910891,0.05769231,-0.09836065,-0.06382979,0.3613861,0.71875,0.8965517,27.11898,22.77544,25.92085,2.592311,2.44958,2.431937,-1.585691,-2.576443,-19.965,0.03091788,-0.06286377,-0.02004552,10/05/2017,,1
Mobile Loyalty,Sverige,Aktietorget,Media,MOBI,SE0005936226,27.41452,0.075,0,0.0869566,0.01351354,-0.2021276,-0.1847826,-0.1477272,,,-2.118644,-4.056501,-3.881208,6.949183,24.43583,26.63842,-3.162363,-7.820322,-5.663244,0.07624626,-0.1624562,-0.1119986,,,1
Mobilåtervinning,Sverige,NGM,Elektronisk utrustning,MOVI MTF,SE0007705074,25.466,17,-0.02857143,0.01190481,-0.1707317,-0.15,-0.3703704,,,,-7.093678,,,8.976383,,,-12.00094,,,0.01858962,-0.05259585,-0.1923612,,,3
Modern Ekonomi,Sverige,First North,Media,ME,SE0005991601,59.096,4,-0.02200493,-0.02200493,0,-0.047619,-0.1752577,-0.1489361,,,37.84295,35.31305,23.52154,0.5459013,0.6332395,0.6975855,-13.88534,-2.633737,44.68866,-0.02305478,0.01194274,-0.07910079,27/04/2017,,
Moment Group,Sverige,First North,"Hotell, restaurang & nöje",MOMENT,SE0000680902,252.4025,17.5,-0.00568184,-0.03846158,-0.03846158,-0.01685389,-0.02777778,-0.1463415,0.1513158,0.08024686,-436.409,-87.68341,-159.095,0.259707,0.3782544,0.3310019,-5.636123,-1.224801,-3.622567,-0.01746726,0.001718402,-0.02554494,,,
Monberg & Thorsen,Denmark,Small Cap,Byggnation,MT B,DK0010224310,0.2185,218.5,-0.006818182,-0.06021505,-0.126,-0.2196428,-0.1448141,-0.3629737,-0.3879552,0.2138889,,,,,,,,,,-0.06512922,-0.102038,-0.05233044,,,2
Motion Display,Sverige,Aktietorget,Elektronisk utrustning,MODI,SE0005798923,124.74,12,0.0212766,0.1428571,-0.1208791,-0.4059406,0.5,1.086957,0.3407822,,-92.80743,133.5784,182.6781,3.853925,2.979049,2.834538,-264.8408,-341.4011,-443.162,-0.03833336,-0.1598319,0.3444676,04/05/2017,,1
MQ,Sverige,Small Cap,kläder & Textil,MQ,SE0003303460,1167.179,33.2,-0.005988047,-0.04046236,-0.02923977,-0.03206993,-0.07002801,-0.1240106,0.2296297,0.5022625,12.55056,13.6882,13.13071,0.645921,0.7757711,0.8008848,26.5268,71.97791,43.81498,0.002948165,0.003211021,-0.0333606,,,2
Mr Green & Co,Sverige,Small Cap,Betting & Spel,MRG,SE0006963682,1416.036,39.5,-0.002525214,-0.03892941,-0.08139535,0.2079511,0.3122923,0.1969697,,,51.60026,23.19124,16.67142,1.441756,1.522589,1.55208,27.85662,20.73819,22.4663,0.006245375,0.05719674,0.1941867,28/04/2017,,
MSC Konsult,Sverige,Small Cap,IT-Tjänster,MSC B,SE0000395105,105.9606,2.39,0.03463211,0.1380953,0.2319588,0.06696433,0.07657661,-0.004166662,0.08144799,-0.08778618,-234.3137,-65.46288,-86.15265,0.6495951,0.3870768,0.4412175,-10.99633,-9.206191,3.586394,0.08739699,0.001719236,-0.0836373,17/05/2017,,2
MTG B,Sverige,Large Cap,Media,MTG B,SE0000412371,18565.92,278.5,0.005415163,-0.0162487,-0.09224247,-0.04262631,0.1367347,0.17066,-0.04525201,-0.07628524,-121.3508,-71.2093,-40.21156,1.048863,0.9614305,0.9970337,152.1797,90.96799,5.544448,-0.03024179,-0.02699429,0.1340604,21/04/2017,,2
MultiClient Geophysical,Norge,Oslo Axess,Olja & Gas,MCG,NO0010657604,127.1935,1.37,0,0,0,-0.01438848,0.2803738,0.7792208,-0.3911111,,-2.576641,-1.742143,-2.780729,1.457869,1.199541,1.591029,-3.669549,10.88127,-4.033749,-0.008683026,-0.007489443,0.3295603,,,2
Multiconsult,Norge,OB Match,Byggnation,MULTI,NO0010734338,2309.648,88,0,-0.02762431,-0.04607046,-0.1287129,-0.1619048,-0.05376344,,,10.80457,14.04922,9.183827,0.8867501,0.840748,0.6235873,-207.7395,-9.352509,-57.83353,-0.03267616,-0.03842801,-0.06966567,,,2
MultiDocker,Sverige,NGM,Produktion,MULT MTF,SE0009189574,,1.11,-0.03478258,-0.1048387,0.07766995,-0.1526717,,,,,,,,,,,,,,-0.04448109,0.02509046,-0.05770278,,,2
MultiQ,Sverige,Small Cap,Elektronisk utrustning,MULQ,SE0000353898,83.81952,0.68,0.030303,-0.01449274,0.01492536,-0.06206899,-0.1604938,-0.15,-0.04225348,-0.1803278,-15.85082,113.5755,-18.13709,0.6193942,0.9049309,0.7903284,-13.1461,-0.2745942,-6.422937,-0.02421391,-0.01550269,-0.1012971,18/05/2017,0,2
Munters,Sverige,Mid Cap,Byggprodukter,MTRS,SE0009806607,10097.89,55,0,,,,,,,,138.33,46.11,46.11,1.592978,0.5309928,0.5309928,-53.99941,-17.9998,-17.9998,,,,,,1
MVV Holding,Sverige,NGM,Tjänster & Leverans,MVV MTF B,SE0001999442,11.1886,2.15,0,-0.02272725,0.1813187,0.01895744,0.131579,-0.2809364,-0.2037037,-0.1730769,-16.03281,121.2167,10.20839,0.2081716,0.2045584,0.2118521,-2.777017,-4.77611,7.906263,0.01567996,-0.00588274,-0.02536005,,,2
Mycronic,Sverige,Mid Cap,Elektronisk utrustning,MYCR,SE0000375115,8910.447,91,0.008310249,0.02824859,0.03116147,-0.1495327,-0.05454545,0.5041322,3.892473,5.254296,14.49806,15.08904,14.13996,3.360404,3.492738,3.299869,-22.07195,-5.851779,-13.61619,0.00451982,-0.06004625,-0.08010048,20/04/2017,,2
myFC Holding,Sverige,First North,Energiproducenter,MYFC,SE0005505898,413.1068,15.8,0.0128205,-0.01249999,-0.06508873,-0.08670515,1.257143,-0.2651163,,,-13.48123,-13.34058,-12.67974,49.76591,70.15411,69.60772,-9.610264,-15.52435,-9.239188,-0.02126348,-0.06252575,0.1442616,28/04/2017,,1
myTaste,Sverige,First North,Programvara & Internet,TASTE,SE0003036821,98.6328,5.6,0.009008957,-0.01754384,-0.008849591,-0.2727273,-0.3777778,-0.4862385,-0.7052631,0.2727272,-11.60862,-20.48434,-15.90845,2.205613,2.988098,2.687802,-10.95798,-27.17167,-13.59328,,-0.1229489,-0.2807888,12/05/2017,,
Nanexa,Sverige,Aktietorget,Läkemedel,NANEXA,SE0007074166,59.09375,7.75,-0.01898735,-0.01273884,-0.07738091,-0.2211055,-0.07738091,-0.1483517,,,-8.745204,-11.98482,-12.66203,26.71508,34.47976,32.42529,-5.784997,-9.237802,-9.672123,-0.002503097,-0.117545,-0.01409245,17/05/2017,,1
Nanologica,Sverige,Aktietorget,Sjukvård,NICA,SE0005454873,29.2146,8.7,-0.05945948,-0.3433962,-0.4,-0.4662577,-0.521978,-0.6870503,,,-1.282694,-3.754745,-2.503163,5.199253,7.386447,4.924298,-1.135297,-2.864206,-1.909471,-0.1416047,-0.1108071,-0.2336248,19/05/2017,1,2
Napatech,Norge,OB Match,Kommunikation,NAPA,DK0060520450,589.2585,24.9,0,-0.004000015,-0.004000015,-0.1324042,0.004032274,0.3459459,1.03681,,126.9113,202.9486,-16.44221,2.040888,1.100727,1.308536,-14.13944,-18.73718,-10.69119,-0.01031768,-0.06103116,0.0655483,09/05/2017,,1
NattoPharma,Sverige,First North,Läkemedel,NATTO,NO0010289200,191.5021,10.9,0,0.0380952,0.1912569,-0.0562771,0.2316383,0.6515151,,,-10.12917,-6.320945,-5.324574,3.507769,4.249992,3.110188,-27.8152,-14.08425,-11.44098,0.06360686,-0.03117448,0.01638842,,,1
NattoPharma No,Norge,Oslo Axess,Läkemedel,NATTO,NO0010289200,197.6512,11.25,0,0.1363637,0.1562179,0.08695648,0.264045,0.5410959,-0.1252829,0.4632434,-10.87272,-8.593976,-9.053356,3.765216,5.901966,6.113531,-29.85668,-15.44155,-15.02883,0.05862546,,0.03152966,,,1
Navamedic,Norge,OB Match,Läkemedel,NAVA,NO0010205966,124.8182,12.2,0,-0.06153848,-0.08955223,-0.06153848,-0.0792453,0.2828601,0.01666665,-0.004081648,-11.71163,23.29311,-59.84303,0.455046,0.4146198,0.4544004,-8.025862,-25.29764,-17.49863,-0.06546277,,0.03247249,10/05/2017,,1
NC Lahega,Sverige,First North,Produktion,NOCH,SE0005504669,128.578,2.52,-0.0307692,-0.04905665,0.04999995,-0.08029198,0.2537313,0.2057417,-0.4412417,,-4.37424,-2.011245,-2.859221,0.428829,0.2337792,0.3033674,-1.409166,-0.5449324,-1.788456,0.03297579,-0.0376339,0.04392779,12/05/2017,,
NCC B,Sverige,Large Cap,Byggnation,NCC B,SE0000117970,25929.28,239.2,-0.02327479,-0.0496623,0.05560455,0.1182796,0.1038302,-0.1645127,0.03460208,0.9182037,3.097884,3.094523,6.660681,0.4668325,0.4637198,0.4749686,8.822484,-592.5672,-794.871,0.02251446,0.07275736,0.02712965,28/04/2017,,6
Nederman,Sverige,Mid Cap,Byggprodukter,NMAN,SE0002000083,2840.913,243,-0.01219512,-0.04705882,0.04516129,0.07048458,0.3206522,0.35,0.3206522,0.9756097,15.44819,15.50781,15.40024,0.9038283,0.8352426,0.8286142,17.95773,40.63403,-20.92009,-0.01539057,0.07860672,0.1286845,19/04/2017,,2
NEL,Norge,OB Match,Produktion,NEL,NO0010081235,1402.038,2.06,0,-0.05504593,-0.06787334,0.01477831,0.02999997,-0.4417344,1.343305,-0.6421872,-22.73731,-50.54374,-61.01103,11.29119,21.08124,16.94988,-14.20274,-22.24408,-17.82863,-0.02770078,-0.03879803,-0.03996092,11/05/2017,,1
Nepa,Sverige,First North,Programvara & Internet,NEPA,SE0008066302,823.807,115.25,-0.01914894,-0.06300813,0.173028,-0.05338809,0.2099738,0.9369748,,,-967.6742,-483.8371,-322.5581,4.395583,2.197792,1.465194,-83.34753,-41.67377,-27.78251,0.06803715,0.02638996,0.03222382,31/03/2017,,1
Neste,Finland,Large Cap,Olja & Gas,NESTE,FI0009013296,9605.636,37.58,-0.000797628,-0.007133333,0.000532494,0.07895492,0.02705662,0.3218432,1.500333,3.984085,10.37348,9.198233,10.08352,0.771971,0.6973234,0.6782584,13.06889,9.732151,11.94878,-0.001139879,0.05186403,0.001281261,27/04/2017,,5
Net Gaming Europe,Sverige,Aktietorget,Betting & Spel,NETG,SE0001863291,724.815,12.6,-0.01176468,0.01204824,0.2173913,0.4318182,1.311927,2.324538,21.10526,,69.07895,24.28871,73.85371,8.442513,17.18859,17.96179,-4.470028,36.93641,84.39408,0.01989448,0.1902658,0.5833442,18/05/2017,0,
Net Insight,Sverige,Mid Cap,Kommunikation,NETI B,SE0000366098,2545.343,6.6,-0.02222224,-0.05714287,-0.1698113,-0.1372549,-0.08965519,-0.0503597,2.586957,2.606557,72.21007,103.5219,431.7881,5.050514,4.952232,5.372852,75.49138,28.85258,46.26013,-0.1096346,-0.01348442,0.003025174,02/05/2017,,1
NetEnt,Sverige,Large Cap,Betting & Spel,NET B,SE0008212971,17037.22,70.95,-0.004210569,-0.001407545,-0.01458338,-0.05210423,0.03199996,-0.1583631,1.737617,5.499216,33.62719,37.6072,37.71349,11.3007,12.87554,12.72226,44.0491,47.24765,46.33418,0.03398407,-0.04140925,-0.01231307,20/04/2017,,5
NetJobs,Sverige,First North,Bemanning,NJOB,SE0001790346,22.05,1.05,-0.04545461,-0.0789474,-0.1923077,-0.2446043,-0.3092105,-0.4587629,-0.3046358,-0.6181818,-16.43192,-102.3155,-185.298,0.5435721,1.294476,1.209153,-7.869379,40.76078,-29.38943,-0.05209219,-0.09972543,-0.1350574,10/05/2017,,1
Nets Temp,Denmark,Large Cap,IT-Tjänster,NETS,DK0060745453,26900,134.5,-0.0153734,-0.008843014,0.1614853,0.09795918,0.05988966,,,,26.2439,8.747968,8.747968,3.93505,1.311683,1.311683,49.3578,16.4526,16.4526,0.06611443,0.07928479,-0.03944099,09/05/2017,,1
NeuroSearch,Denmark,Small Cap,Bioteknik,NEUR,DK0010224666,,3.6,-0.00277008,-0.03485258,-0.02439029,0.0285714,0.5189874,0.4876032,0.04956264,-0.6170213,,,,,,,,,,-0.01091701,0.005212665,0.189396,,,2
NeuroVive Pharmaceutical,Sverige,Small Cap,Läkemedel,NVP,SE0002575340,180.0271,3.64,0.01960789,0.008310308,-0.1121951,-0.3614035,0.02535216,-0.3830508,-0.8626415,-0.6716046,-2.361183,-5.785498,-6.605901,1111.279,3097.081,1539.213,-1.984973,-4.984666,-6.194191,-0.06199318,-0.1571869,-0.08587259,18/05/2017,0,2
New Equity Venture,Sverige,Aktietorget,Konsument,NEVI B,SE0004020931,197.88,68,-0.02857143,-0.03546099,-0.1807229,-0.09333333,-0.05555555,0.6915423,18.54023,,11.40404,10.49929,6.811533,8.21829,5.754466,5.057495,,-34.45006,-15.03373,-0.04329902,-0.0533067,0.1190729,28/04/2017,,2
New Nordic Healthbrands,Sverige,First North,Konsumentprodukter,NNH,SE0001838038,147.441,23.8,-0.008333365,0.03030298,0.06249999,-0.1793104,-0.04417672,0.2659574,0.7761194,3.212389,14.49364,14.59692,15.32479,0.4723039,0.4859569,0.5230842,81.50414,62.21198,-78.45963,0.02929044,-0.06402671,-0.02082229,27/04/2017,,2
New Wave,Sverige,Mid Cap,kläder & Textil,NEWA B,SE0000426546,3881.124,58.5,-0.02904564,-0.08949416,-0.1,-0.04489796,0.2264151,0.5435356,0.3541666,1.166667,12.70027,12.04758,13.62167,0.7226746,0.5654888,0.5940074,11.91991,8.502619,42.26751,-0.02921885,-0.004944623,0.1428984,26/04/2017,,6
Nexam,Sverige,First North,Produktion,NEXAM,SE0005101003,724.9088,11.2,-0.02608697,-0.02183406,-0.104,0.0769231,0.07177033,-0.0857143,-0.5625,,-30.93923,-34.29419,-29.74036,65.72156,65.76788,65.61045,-25.3314,-35.09,-26.86729,-0.03535885,-0.02417362,0.07598794,10/05/2017,,1
Nexstim,Sverige,First North,Sjukvård,NXTMS,FI4000102678,21.749,1.82,0.01111117,-0.005464476,-0.04210522,-0.1333333,-0.35,-0.819802,,,-0.340537,-2.836721,-3.028346,0.9076378,9.950123,12.07853,-0.3041354,-2.743253,-3.281492,-0.02475375,0.05002797,-0.4270016,,,2
Nexstim Oyj,Finland,First North,Sjukvård,NXTMS,FI4000102678,2.35415,0.197,0.02604164,0.01546387,0.0314136,-0.1045455,-0.3433334,-0.812381,,,-0.349849,-2.798418,-3.045158,0.9323366,9.815764,12.15322,-0.3124121,-2.707666,-3.30285,-0.0152905,0.04219151,-0.4213576,,,2
NEXT Biometrics,Norge,OB Match,Elektronisk utrustning,NEXT,NO0010629108,1398.418,92.25,0,-0.09558824,0.0109589,-0.2438525,-0.3766892,-0.336331,,,-7.260235,-8.443666,-9.556048,15.18864,106.7333,149.6242,-6.56109,-7.541453,-8.13252,-0.02760136,-0.06667471,-0.2540261,,,1
Next Games,Finland,First North,Betting & Spel,NXTGMS,FI4000233267,106.4125,7.72,-0.02278485,-0.02893082,-0.1286682,,,,,,141.1335,141.1335,,3.289615,3.289615,,-81.85575,-81.85575,,-0.04899001,-0.02587366,,,,3
NextGenTel,Norge,OB Match,Telekommunikationstjänster,NGT,NO0010199052,500.5845,21.5,0,-0.02272727,-0.1666666,-0.1365462,-0.2402827,-0.1825095,-0.5113636,-0.231583,18.6924,18.28888,17.75291,0.3755762,0.4607391,0.507319,5.324631,13.64368,72.48591,-0.1058921,-0.007419944,-0.03631324,04/05/2017,,2
NFO Drives,Sverige,Aktietorget,Produktion,NFO,SE0000312068,74.25756,0.312,-0.07964596,-0.1544715,-0.176781,0.2000001,0.1773586,0.1142857,-0.4,,-29.71428,-44.85904,-52.0491,3.202966,2.633903,2.853563,-9.851096,-10.23728,-13.99229,-0.08073872,0.1896505,0.1529908,16/05/2017,,1
NGEx Resources,Sverige,Mid Cap,Gruv & Metall,NGQ,CA65339B1004,1291.512,6.05,0.008333365,0.008333365,-0.1824324,-0.3857868,-0.3240223,0.1203704,,,-12.83956,-14.81472,-10.75215,,,,-25.32197,-24.29705,-18.76931,-0.09890938,-0.1362076,-0.1161283,08/05/2017,,1
NGS,Sverige,Small Cap,Bemanning,NGS,SE0000402448,435.215,193,-0.01025641,-0.01530612,-0.1105991,-0.04691358,0.06336088,0.1156069,0.4456929,3.168467,12.37005,12.04839,11.29804,0.6925466,0.6397616,0.6215692,41.40173,-154.2748,3.679178,-0.07739645,0.02109516,0.09943401,04/05/2017,,1
NIBE,Sverige,Large Cap,Byggprodukter,NIBE B,SE0008321293,41530.92,82.4,-0.0283019,0.007334945,0.1001335,0.1365517,0.2298508,0.132257,0.68939,2.487831,28.29087,24.38643,24.38997,2.49046,2.224387,2.198843,-15.09666,-2.109693,-1.898793,0.06022,0.08139097,0.03773081,11/05/2017,,4
Nickel Mountain,Sverige,NGM,Gruv & Metall,NICK MTF,SE0002214528,,0.69,0,0.02985072,-0.05479455,0.0615385,,,,,,,,,,,,,,0.05873609,0.06995928,0.1266748,,,2
Nicoccino,Sverige,First North,Konsumentprodukter,NICO,SE0005506185,55.7349,4.03,0.03333336,0.1448864,0.1514286,-0.06279069,-0.02421305,0.1256984,,,-0.4666837,-3.142704,-3.255801,322.1671,196.5508,225.5314,-11.72132,-8.032866,-9.430164,-0.03800821,-0.05891461,-0.07849538,27/04/2017,,1
Nilsson Special Vehicles,Sverige,First North,Produktion,NILS,SE0007702949,94.7359,32.3,-0.0152439,-0.0329342,-0.01823715,-0.1386667,-0.2470863,0.4166667,,,12.64188,15.8375,10.55833,0.4909461,0.4269779,0.2846519,-21.94485,-18.12201,-12.08134,-0.01483494,-0.001683891,-0.09000158,20/04/2017,,2
